,month,repository_name,repository_url,new_stars,repository_created_at,repository_language,t_stars
252,2012-06,folly,https://github.com/facebook/folly,4700,2012-06-01 20:49:04,C++,2195.0
253,2012-06,brackets,https://github.com/adobe/brackets,4639,2011-12-07 21:14:40,JavaScript,4573.0
254,2012-06,select2,https://github.com/ivaynberg/select2,4249,2012-03-04 18:43:12,JavaScript,2057.0
255,2012-06,Font-Awesome,https://github.com/FortAwesome/Font-Awesome,3800,2012-02-17 14:19:43,JavaScript,5456.0
256,2012-06,idiomatic-css,https://github.com/necolas/idiomatic-css,3148,2012-05-24 10:21:44,null,1300.0
257,2012-06,chosen,https://github.com/harvesthq/chosen,3053,2011-04-18 15:07:41,JavaScript,7706.0
258,2012-06,angular.js,https://github.com/angular/angular.js,2209,2010-01-06 00:34:37,JavaScript,2386.0
259,2012-06,node,https://github.com/joyent/node,2121,2009-05-27 16:29:46,JavaScript,16125.0
260,2012-05,bootstrap,https://github.com/twitter/bootstrap,6846,2011-07-29 21:19:00,JavaScript,29987.0
261,2012-05,wysihtml5,https://github.com/xing/wysihtml5,5673,2011-06-20 09:07:20,JavaScript,2931.0
262,2012-05,brackets,https://github.com/adobe/brackets,4329,2011-12-07 21:14:40,JavaScript,1584.0
263,2012-05,jQuery-Knob,https://github.com/aterrien/jQuery-Knob,3225,2011-11-22 19:10:52,JavaScript,1352.0
264,2012-05,django,https://github.com/django/django,3102,2012-04-28 02:47:18,Python,2500.0
265,2012-05,XobotOS,https://github.com/xamarin/XobotOS,2526,2012-04-30 21:53:19,Java,969.0
266,2012-05,node,https://github.com/joyent/node,2520,2009-05-27 16:29:46,JavaScript,15320.0
267,2012-05,d3,https://github.com/mbostock/d3,2289,2010-09-27 17:22:42,JavaScript,6146.0
268,2012-05,jquery,https://github.com/jquery/jquery,2133,2009-04-03 15:20:14,JavaScript,14339.0
269,2012-05,vert.x,https://github.com/purplefox/vert.x,1917,2011-06-17 14:54:55,Java,1161.0
270,2012-04,meteor,https://github.com/meteor/meteor,7539,2012-01-19 01:58:17,JavaScript,3016.0
271,2012-04,bootstrap,https://github.com/twitter/bootstrap,7464,2011-07-29 21:19:00,JavaScript,27705.0
272,2012-04,Prince-of-Persia-Apple-II,https://github.com/jmechner/Prince-of-Persia-Apple-II,5994,2012-04-16 23:40:34,Assembly,2748.0
273,2012-04,jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,4089,2010-12-01 15:35:32,JavaScript,5244.0
274,2012-04,django,https://github.com/django/django,3681,,,
275,2012-04,dotfiles,https://github.com/mathiasbynens/dotfiles,2937,2011-09-05 18:07:54,VimL,2704.0
276,2012-04,mosh,https://github.com/keithw/mosh,2805,2011-01-09 09:41:02,C++,1014.0
277,2012-04,mruby,https://github.com/mruby/mruby,2805,,,
278,2012-04,foresight.js,https://github.com/adamdbradley/foresight.js,2649,2012-03-13 19:24:19,JavaScript,1291.0
279,2012-04,mojito,https://github.com/yahoo/mojito,2595,,,
280,2012-03,bootstrap,https://github.com/twitter/bootstrap,6291,2011-07-29 21:19:00,JavaScript,25177.0
281,2012-03,BrowserQuest,https://github.com/mozilla/BrowserQuest,4608,2011-09-30 18:47:48,JavaScript,1971.0
282,2012-03,mailcheck,https://github.com/Kicksend/mailcheck,3888,2012-03-12 07:36:39,JavaScript,1503.0
283,2012-03,php-src,https://github.com/php/php-src,3855,2011-06-16 01:52:25,C,1675.0
284,2012-03,tesseract,https://github.com/square/tesseract,2622,,,
285,2012-03,bootstrap-wysihtml5,https://github.com/jhollingworth/bootstrap-wysihtml5,2436,2012-03-19 22:26:50,JavaScript,927.0
286,2012-03,jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,2280,2010-12-01 15:35:32,JavaScript,3710.0
287,2012-03,hammer.js,https://github.com/EightMedia/hammer.js,2259,2012-03-02 12:58:28,JavaScript,831.0
288,2012-03,Font-Awesome,https://github.com/FortAwesome/Font-Awesome,2235,2012-02-17 14:19:43,JavaScript,2611.0
289,2012-03,legit,https://github.com/kennethreitz/legit,2211,2011-06-25 05:58:18,Python,1125.0
